"","AMBIENT_TEMP.PROCESS_VALUE","BIO_1.LEVEL.PROCESS_VALUE","BIO_1.TEMPERATURE.PROCESS_VALUE","BIO_1.TSS.PROCESS_VALUE","BIO_2.LEVEL.PROCESS_VALUE","BIO_2.TEMPERATURE.PROCESS_VALUE","BIO_2.TSS.PROCESS_VALUE","BIO_BLOWER_1.FLOW.PROCESS_VALUE","BIO_BLOWER_2.FLOW.PROCESS_VALUE","MBR.AIR_SCOUR_FLOW.PROCESS_VALUE_TANK_1","MBR.AIR_SCOUR_FLOW.PROCESS_VALUE_TANK_2","MBR.AIR_SCOUR_PRESSURE.PROCESS_VALUE","MBR.AIR_SCOUR_PRESSURE.PROCESS_VALUE_1","MBR.AIR_SCOUR_PRESSURE.PROCESS_VALUE_2","MBR.BATCH_VOLUME","MBR_1.INF_FLOW.PROCESS_VALUE","MBR_1.LEVEL.PROCESS_VALUE","MBR_1.PERM_FLOW.PROCESS_VALUE","MBR_1.PERM_PRESS.PROCESS_VALUE","MBR_1.TRANS_PRESS.PROCESS_VALUE","MBR_2.INF_FLOW.PROCESS_VALUE","MBR_2.LEVEL.PROCESS_VALUE","MBR_2.PERM_FLOW.PROCESS_VALUE","MBR_2.PERM_PRESS.PROCESS_VALUE","MBR_2.TRANS_PRESS.PROCESS_VALUE","PERMEATE_TANK.CONDUCTIVITY.PROCESS_VALUE","PERMEATE_TANK.LEVEL.PROCESS_VALUE","PERMEATE_TANK.TURBIDITY.PROCESS_VALUE","RAS_TROUGH.DO.PROCESS_VALUE","RAS_TROUGH.PH.PROCESS_VALUE","RAS_TROUGH.TEMPERATURE.PROCESS_VALUE","RAS_TROUGH.TSS.PROCESS_VALUE","SEWAGE.FLOW.PROCESS_VALUE","SEWAGE.FLOW.TOTAL_BATCH","SEWAGE.LEVEL.PROCESS_VALUE","WAS_FLOW.PROCESS_VALUE"
"2017-01-27 05:59:59",50,5.23999977,56,4452,6.05999994,59,4998,19.15000042,0.01,5.69333342675,4.96666673,3.74750002741667,2.00000001666667,1.74750001075,233.37599182,10.10000019,9.860999775,2.9275000235,14.2008333523333,0.0791666666666667,7.710000134,9.97199974,2.93000000216667,13.9566665495,0.247500007916667,784,3.12999988,0.036,0,6.4000001,58,4493,0,202.79194641,2.713000037,0
"2017-01-27 06:09:56",49,5.11999989,56,4583,6.05999994,59,4976,0.1,11.160000152,4.87394967563025,5.83277314436975,3.73277312647059,1.69243698403361,2.04033614243697,233.37599182,9.540000152,9.859999944,2.8974790112605,14.1731092708403,0.0798319327731093,8.970000266,9.972999667,2.9621848787395,13.8957981788235,0.26386555487395,785,3.11999989,0.0364,0,6.4000001,58,4261,0,202.79194641,2.75999999,0
"2017-01-27 06:19:58",50,5.01999998,56,4449,6.08999968,59,5352,0.1,14.520000418,5.55583342675,4.97666672841667,3.742500028,1.93666667575,1.74500001733333,253.01099205125,9.740000437,9.822999763,2.95500002083333,14.0900000095,0.09,9.270000266,9.933999921,2.90250000333333,13.8333331908333,0.266666675333333,785,3.11999989,0.038,0,6.5,58,4141,17.870000385,124.73243530725,2.712999964,0.403333338083333
"2017-01-27 06:29:55",49,5.38000011,56,4523,5.85999966,59,5135,11.820000419,0,5.2781513594958,5.35126050579832,3.73613448848739,1.86386556033613,1.87226892815126,264.79199219,9.890000437,9.862999915,2.94621850865546,14.1983193389076,0.0789915966386555,9.50000019,9.975999832,2.94621848941176,13.9647057881513,0.247899167563025,784,2.99000001,0.0341,0,6.5999999,58,4006,2.989999962,201.081956880756,2.64299989,0
"2017-01-27 06:39:57",49,5.42999983,56,4597,5.76999998,59,5021,22.400000459,0.01,5.18083339508333,5.49583338875,3.73000002,1.807500005,1.922500015,264.79199219,9.860000323,9.860999869,2.895833359,14.1741667030833,0.08,9.500000095,9.978999709,2.92750000583333,13.9349998875833,0.251666674666667,784,3.12999988,0.036,0,6.5,58,3945,0,202.57902527,2.754999995,0
"2017-01-27 06:49:59",49,5.4000001,56,4404,5.67000008,59,5003,0.1,11.749999962,5.65166679175,4.98250003641667,3.74416668908333,1.96833334208333,1.74500001325,264.79199219,9.780000114,9.866999818,2.92666668891667,14.201666673,0.08,9.370000361,9.980999755,2.94416666941667,13.9608332399167,0.248333341333333,787,3.12999988,0.0372,0,6.5,58,4002,0,202.57902527,2.858999897,0
"2017-01-27 06:59:56",49,5.4000001,56,4800,5.62999964,58,5198,0.1,15.340000209,4.92857154033613,5.7369748202521,3.73529413445378,1.73025210588235,2.00504202857143,264.79199219,9.450000285,9.868999768,2.90756304840336,14.1773109515126,0.080672268907563,9.280000114,9.974999617,2.96890756462185,13.9033612088235,0.264705891092437,786,3.12999988,0.0373,0,6.5,58,4418,0,202.57902527,2.894999865,0
"2017-01-27 07:09:58",49,5.4000001,56,4784,5.50999975,59,5207,10.280000611,0.01,5.44000008075,5.16583337766667,3.7391666775,1.90250000375,1.80583334,264.79199219,9.450000285,9.86999979,0.914166671916667,14.420000266,0.03,9.210000038,9.983999824,0.865833334083333,14.1500001029167,0.07833333575,788,3.12999988,0.036,0,6.5,58,4252,0,202.57902527,2.923999836,0
"2017-01-27 07:19:55",49,5.42999983,56,4679,5.44999981,59,5140,18.330000477,0.05,5.39243705302521,5.28067232957983,3.75630253563025,1.8974789994958,1.85882353613445,219.911989101765,9.750000285,9.84499979,0,14.60000038,0,9.490000152,9.94999981,0,14.30000019,0,787,3.07999992,0.0355,0,6.5,58,4203,16.90000019,125.418863678487,2.873999881,0.473949584621849
"2017-01-27 07:29:57",49,5.33999968,56,4498,5.80999994,58,4978,0.1,8.660000076,4.99916679808333,5.68000005066667,3.725000025,1.7391666775,1.9858333475,188.49598694,10.00000019,9.863999844,0,14.60000038,0,9.669999981,9.980999755,0,14.30000019,0,787,3.07999992,0.0618,0,6.5,58,3949,2.989999962,199.370949298917,2.889999868,0
"2017-01-27 07:39:59",50,5.3499999,56,4488,5.9000001,58,5051,0.1,19.430000114,5.73250010766667,4.813333384,3.7325000175,1.9891666775,1.6816666725,188.49598694,10.05000019,9.867999651,0,14.60000038,0,9.640000152,9.984999751,0,14.30000019,0,787,3.06999993,0.068,0,6.5,58,3928,0,202.86238098,2.932999851,0
"2017-01-27 07:49:56",49,5.32999992,56,4553,5.87999964,58,4843,10.040000076,0,5.1042017892437,5.54453785663866,3.74537816218487,1.79831932983193,1.94705883235294,188.49598694,10.030000209,9.873999692,0,14.60000038,0,9.590000247,9.988999747,0,14.30000019,0,788,3.06999993,0.0679,0,6.5,58,4023,0,202.86238098,2.938999821,0
"2017-01-27 07:59:58",49,5.33999968,55,4337,5.86999989,58,4766,19.5100004,0.03,5.36250011083333,5.3250000475,3.7308333525,1.8641666775,1.866666675,188.49598694,9.740000057,9.870999718,0,14.60000038,0,9.470000266,9.987999916,0,14.30000019,0,785,3.06999993,0.0696,0,6.5,58,4550,0,202.86238098,2.944999935,0
"2017-01-27 08:09:55",50,5.28999996,55,4541,5.86999989,58,5062,0.1,8.590000152,5.62016819655462,5.03025214394958,3.73361346798319,1.94537815966387,1.75714287092437,188.49598694,9.750000095,9.864999868,0,14.60000038,0,9.530000114,9.986999893,0,14.30000019,0,788,3.07999992,0.063,0,6.5,58,4357,0,202.86238098,2.93999982,0
"2017-01-27 08:19:57",50,5.26999998,55,4283,5.9000001,58,4629,0.11,15.620000323,4.88916678383333,5.75083336816667,3.75166667333333,1.72166666791667,2.03000000541667,183.633996327083,9.830000304,9.832999896,0,14.60000038,0,9.500000095,9.942999745,0,14.30000019,0,787,3.06999993,0.0627,0,6.5,58,4268,16.570000076,127.504932478917,2.901999906,0.395000012666667
"2017-01-27 08:29:59",50,5.55999994,55,4248,5.76999998,58,4679,9.37,0,5.72833348058333,4.94583338083333,3.7325000175,1.99333334,1.7391666775,179.52000427,9.780000114,9.863999655,0,14.60000038,0,9.590000247,9.984999751,0,14.30000019,0,787,3.06999993,0.0634,0,6.5999999,58,4058,2.989999962,197.683438749833,2.927999904,0
"2017-01-27 08:39:56",50,5.69000006,56,4266,5.75,58,4672,22.20000061,0.02,5.14957995327731,5.36134457773109,3.73781515697479,1.79663866756303,1.87899161462185,179.52000427,9.830000304,9.866999722,0,14.60000038,0,9.600000285,9.988999747,0,14.30000019,0,787,3.06999993,0.066,0,6.5,58,3976,0,202.89509583,2.928999831,0
"2017-01-27 08:49:58",50,5.67999983,56,4164,5.73999977,58,4666,0.1,8.730000114,5.20333348058333,5.50166668883333,3.74000003058333,1.80666668483333,1.93333334575,179.52000427,9.890000342,9.864999962,-0.000833333333333333,14.60000038,0,9.460000323,9.986999797,0,14.30000019,0,789,3.06999993,0.067100001,0,6.5,58,4024,0,202.89509583,2.918999841,0
"2017-01-27 08:59:57",50,5.67000008,56,4056,5.75,58,4595,0.11,20.85000019,5.78403374277311,4.92605043453782,3.73025212058824,2.00588236386555,1.72436975672269,179.52000427,9.680000209,9.861999893,0,14.60000038,0,9.260000038,9.983999824,0,14.30000019,0,788,3.06999993,0.0635,0,6.4000001,58,4387,0,202.89509583,2.905999854,0
"2017-01-27 09:09:57",50,5.67000008,56,4190,5.69000006,58,4463,9.630000229,0,4.94166680125,5.69583338083333,3.7416666895,1.7191666725,1.99166668325,179.52000427,9.640000057,9.872999858,0,14.60000038,0,9.340000342,9.980999851,0,14.30000019,0,789,3.07999992,0.0669,0,6.4000001,58,4298,0,202.89509583,2.897999862,0
"2017-01-27 09:19:59",50,5.69999981,56,4146,5.65999985,58,4654,19.660000382,0.01,5.68583346358333,5.05250005108333,3.72083337266667,2.78500002941667,2.56833336683333,250.243391800583,9.939999962,9.82899971,1.65416669066667,14.3958336341667,0.0925000020833333,9.520000171,9.95199976,1.49583337841667,14.1841668835833,0.165833336166667,788,3.06999993,0.072000003,0,6.4000001,58,4193,14.090000152,128.586642942917,2.842999912,0.481666660333333
"2017-01-27 09:29:58",51,5.56999969,56,4056,5.94999981,58,4736,0.1,5.650000076,5.43865552352941,5.43865552352941,3.69663870848739,3.69663870848739,3.69663870848739,318.64797974,10.19999981,9.861999893,3.37731099428571,14.1504205241176,0.168067228571429,9.719999886,9.971999644,3.29075640327731,13.9000000830252,0.381512605966387,790,3.13999987,0.048,0,6.4000001,58,4090,6,194.089498185042,2.822999931,0
"2017-01-27 09:39:58",51,5.53999996,55,4102,6.0999999,59,4539,0.1,22.780000114,5.40666676,5.40666676,3.69750005225,3.69750005225,3.69750005225,318.64797974,10.15,9.86199961,3.37083339775,14.1966670735833,0.149166666666667,9.679999924,9.991999816,3.29250009941667,13.9316667395,0.369166667416667,790,3.13999987,0.042,0,6.4000001,58,3970,0,202.865448,2.898999861,0
"2017-01-27 09:49:59",51,5.44999981,55,4043,6.08999968,59,4635,9.670000229,0.01,5.41764714117647,5.41764714117647,3.69579837310924,3.69579837310924,3.69579837310924,318.64797974,10.070000266,9.862999822,3.38403366983193,14.1722693306723,0.150420168067227,9.510000228,9.984999655,3.32857153336134,13.8949580470588,0.38151260605042,790,3.13999987,0.039,0,6.4000001,58,3980,0,202.865448,2.89999986,0
"2017-01-27 09:59:57",51,5.4000001,55,4102,6.07999992,58,4484,22.8222222633333,0,5.40666676,5.40666676,3.69750005225,3.69750005225,3.69750005225,318.64797974,9.73333348111111,9.86444420555556,3.3875000575,14.1716670894167,0.151666666666667,9.25555557666667,9.98333295,3.34166677425,13.8925000744167,0.382500000833333,790,3.13999987,0.0376666666666667,0,6.4000001,58,4450,0,202.865448,2.89555542,0
"2017-01-27 10:09:59",52,5.27999973,55,4396,6.07999992,58,4595,0.1,2.76,5.4691666975,5.4691666975,3.69666671966667,3.69666671966667,3.69666671966667,318.64797974,9.600000285,9.861999704,3.39166673141667,14.1950004164167,0.1475,9.30000019,9.983999632,3.36583343566667,13.9266667521667,0.37500000075,790,3.14999986,0.0379,0,6.4000001,58,4294,0,202.865448,2.885999874,0
"2017-01-27 10:19:56",52,5.17999983,55,4296,6.11999989,59,4962,0.1,25.60000038,5.65126060932773,5.1865546694958,3.71596642680672,2.93445381546218,2.77142860462185,299.979423203025,9.780000209,9.839999867,3.21176475151261,14.1260506357143,0.123529411764706,9.370000076,9.952999591,3.19411770436975,13.875630242521,0.33781513,789,3.13999987,0.0414,0,6.4000001,58,4153,10.730000114,132.499651859496,2.858999897,0.456302522605042
"2017-01-27 10:29:58",52,5.38999987,56,4472,5.88999987,59,4973,3.380000153,0.03,5.49250016941667,5.24250005858333,3.71916670166667,1.89333334833333,1.82583335333333,278.25601196,9.940000247,9.841000078,2.931666693,14.1950000126667,0.0775,9.510000038,9.94699974,2.90750000183333,13.934166559,0.254166674916667,788,3.0999999,0.038,0,6.5999999,58,4031,9,190.480604994583,2.817999935,0
"2017-01-27 10:39:59",53,5.57999992,56,4327,5.82999992,58,4552,29.850001108,0,5.57916679333333,5.1516667205,3.721666695,1.9250000125,1.7966666825,278.25601196,9.930000399,9.853999711,2.91750002891667,14.1666666745833,0.0791666666666667,9.440000152,9.968999767,2.90666667233333,13.96749990025,0.247500007916667,788,3.12999988,0.079800003,0,6.5,58,3957,0,202.93202209,2.87999988,0
"2017-01-27 10:49:56",53,5.55999994,56,4497,5.73000002,58,4879,0.1,2.889999962,4.94285729294118,5.78655475277311,3.72184876764706,1.69327731932773,1.99747901092437,278.25601196,9.900000475,9.847999857,2.92857145546219,14.1957983368908,0.0781512605042017,9.330000304,9.972999859,2.88571428890756,13.9361343468067,0.251260512352941,787,3.13999987,0.0359,0,6.5,58,3982,0,202.93202209,2.898999861,0
"2017-01-27 10:59:58",53,5.54999971,56,4763,5.67999983,58,4962,0.1,26.420000456,5.87000013933333,4.90583344258333,3.74583336233333,2.03166668075,1.71416668158333,278.25601196,9.690000152,9.848999881,2.91750002075,14.1633333444167,0.0825,9.040000247,9.965999698,2.90666666725,13.8533331955833,0.266666675416667,790,3.12999988,0.0387,0,6.5,58,4304,0,202.93202209,2.890999869,0
"2017-01-27 11:09:55",54,5.54999971,56,5065,5.57999992,58,5134,3.360000076,0,5.18907575798319,5.59159675521008,3.73025212058824,1.78739496680672,1.94285715378151,278.25601196,9.50000019,9.847999859,2.60504203915966,14.1966387321008,0.073109243697479,8.970000266,9.969999694,2.53277311151261,14.0134453254622,0.213445385042017,790,3.11999989,0.0379,0,6.4000001,58,4355,0,202.93202209,2.886999873,0
"2017-01-27 11:19:57",54,5.57999992,56,4588,5.48999977,58,5213,24.290000401,0,5.2375001425,5.26166673475,3.73750002491667,1.81333333875,1.8325000175,270.776000976667,9.860000133,9.827999877,1.22250001308333,14.4333335629167,0.0325,9.080000399,9.940999699,1.08416666683333,14.1925000981667,0.0891666695,790,3.06999993,0.039,0,6.4000001,58,4193,8.580000114,135.377284387833,2.858999898,0.447500006333333
"2017-01-27 11:29:59",54,5.46000004,56,4508,5.71999979,59,5129,0.1,2.729999962,5.704166825,5.08333343625,3.74166669558333,1.96250001241667,1.77916668316667,260.3039856,10.180000019,9.822999761,2.91083334366667,14.17583336025,0.08,9.420000361,9.938999748,2.91999999966667,13.9549998844167,0.253333341666667,790,3.12999988,0.045,0,6.4000001,58,3948,11.95000038,186.701513927417,2.754999971,0
"2017-01-27 11:39:57",55,5.40999985,56,4873,5.92000008,59,4906,0.1,25.890000342,4.93361356831933,5.87058833428571,3.72100843235294,1.69243698403361,2.02857144831933,260.3039856,10.130000209,9.840999794,2.92773109991597,14.2075630635294,0.0781512605042017,9.430000304,9.966999721,2.90588235764706,13.927730977479,0.255462193193277,790,3.11999989,0.0359,0,6.4000001,58,3902,0,202.91055298,2.868999888,0
"2017-01-27 11:49:58",55,5.32999992,56,4569,5.9000001,59,5386,3.360000076,0,5.80250015991667,4.91583342516667,3.73750002491667,1.99250001575,1.71416667541667,260.3039856,10.060000228,9.846999646,2.9216666865,14.1791666904167,0.08,9.30000019,9.960999679,2.96916666625,13.91333321775,0.262500008583333,790,3.12999988,0.0351,0,6.4000001,58,3953,0,202.91055298,2.898999861,0
"2017-01-27 11:59:55",55,5.28999996,56,4813,5.9000001,59,5133,30.510000765,0,5.35882363957983,5.40420179563025,3.72352943823529,1.84453782983193,1.87899160840336,260.3039856,9.760000133,9.838999747,2.97899161672269,14.1193277454622,0.0890756302521008,8.990000247,9.956999587,2.90840336546218,13.8336134278151,0.286554630672269,790,3.11999989,0.0363,0,6.5,58,4386,0,202.91055298,2.885999874,0
"2017-01-27 12:09:58",56,5.17000008,56,5001,5.88999987,59,5238,0.1,0.640000019,5.25250013616667,5.54583340458333,3.72333336,1.800833345,1.922500015,260.3039856,9.560000228,9.837999819,2.922500026,14.17333335075,0.0808333333333333,8.980000114,9.95599966,2.905000007,13.8866667743333,0.296666675166667,791,3.08999991,0.042600001,0,6.5,58,4434,0,202.91055298,2.873999886,0
"2017-01-27 12:19:55",56,5.07999992,56,4882,5.92000008,59,5506,0.1,25.470000242,5.79747916403361,4.75126055689076,3.7302521289916,2.00756303865546,1.66050421554622,233.753128952605,9.620000076,9.825999831,1.83781513848739,14.317647220084,0.0521008403361345,9.040000152,9.938999748,1.84957983159664,14.0285716568908,0.202521013697479,792,3.13999987,0.035,0,6.5,58,4277,8.120000266,141.519955754034,2.843999913,0.449579833529412
"2017-01-27 12:29:57",57,5.23000002,56,4943,5.73000002,59,5150,0.1,0.01,4.95416678541667,5.77166671733333,3.725000025,1.71416667125,2.01083335375,188.49598694,9.830000304,9.818999767,0,14.5991670435,0,9.2,9.937999726,0,14.30000019,0,791,3.06999993,0.0328,0,6.5999999,58,4129,11.930000114,183.168448131167,2.718000008,0
